254	254_0	Chryseobacterium indoltheticum	GCF_900156145.1			
256	256_0	Myroides odoratus	GCF_001549985.1			
256	256_1	Myroides odoratus	GCF_900453865.1			
276	276_0	Thermus filiformis	GCF_000771745.2			
280	280_0	Xanthobacter autotrophicus	GCF_005871085.1			
285	285_0	Comamonas testosteroni	GCF_008727115.1			
285	285_1	Comamonas testosteroni	GCF_003569915.1			
292	292_0	Burkholderia cepacia	GCF_001532885.1			
294	294_0	Pseudomonas fluorescens	GCF_902497785.1			
294	294_1	Pseudomonas fluorescens	GCF_902497895.1			
294	294_10	Pseudomonas fluorescens	GCF_902497625.1			
294	294_11	Pseudomonas fluorescens	GCF_002022275.1			
294	294_12	Pseudomonas fluorescens	GCF_000802965.1			
294	294_13	Pseudomonas fluorescens	GCF_001648775.1			
294	294_14	Pseudomonas fluorescens	GCF_902497655.1			
294	294_15	Pseudomonas fluorescens	GCF_902497695.1			
294	294_16	Pseudomonas fluorescens	GCF_902497715.1			
294	294_17	Pseudomonas fluorescens	GCF_902497765.1			
294	294_18	Pseudomonas fluorescens	GCF_902497815.1			
294	294_19	Pseudomonas fluorescens	GCF_902497855.1			
294	294_2	Pseudomonas fluorescens	GCF_902497845.1			
294	294_20	Pseudomonas fluorescens	GCF_902497885.1			
294	294_21	Pseudomonas fluorescens	GCF_902497995.1			
294	294_22	Pseudomonas fluorescens	GCF_902498025.1			
294	294_23	Pseudomonas fluorescens	GCF_902498215.1			
294	294_24	Pseudomonas fluorescens	GCF_902498245.1			
294	294_25	Pseudomonas fluorescens	GCF_902498255.1			
294	294_26	Pseudomonas fluorescens	GCF_000817905.1			
294	294_27	Pseudomonas fluorescens	GCF_000827755.1			
294	294_28	Pseudomonas fluorescens	GCF_000836415.1			
294	294_29	Pseudomonas fluorescens	GCF_000967965.1			
294	294_3	Pseudomonas fluorescens	GCF_009765425.1			
294	294_30	Pseudomonas fluorescens	GCF_000968015.1			
294	294_31	Pseudomonas fluorescens	GCF_001307155.1			
294	294_32	Pseudomonas fluorescens	GCF_001307275.1			
294	294_33	Pseudomonas fluorescens	GCF_001317545.1			
294	294_34	Pseudomonas fluorescens	GCF_001440325.1			
294	294_35	Pseudomonas fluorescens	GCF_001625455.1			
294	294_36	Pseudomonas fluorescens	GCF_001708445.1			
294	294_37	Pseudomonas fluorescens	GCF_002417665.1			
294	294_38	Pseudomonas fluorescens	GCF_003626995.1			
294	294_39	Pseudomonas fluorescens	GCF_900455465.1			
294	294_4	Pseudomonas fluorescens	GCF_902498195.1			
294	294_5	Pseudomonas fluorescens	GCF_001679645.1			
294	294_6	Pseudomonas fluorescens	GCF_003732425.1			
294	294_7	Pseudomonas fluorescens	GCF_902497875.1			
294	294_8	Pseudomonas fluorescens	GCF_900636825.1			
294	294_9	Pseudomonas fluorescens	GCF_005938625.1			
296	296_0	Pseudomonas fragi	GCF_002269505.1			
296	296_1	Pseudomonas fragi	GCF_900105835.1			
297	297_0	Hydrogenophilus thermoluteolus	GCF_003574215.1			
298	298_0	Pseudomonas marginalis	GCF_007858155.1			
300	300_0	Pseudomonas mendocina	GCF_008041835.1			
300	300_1	Pseudomonas mendocina	GCF_900455715.1			
300	300_2	Pseudomonas mendocina	GCF_003008615.1			
301	301_0	Pseudomonas oleovorans	GCF_900626055.1			
303	303_0	Pseudomonas putida	GCF_004357765.1			
303	303_1	Pseudomonas putida	GCF_002094795.1			
303	303_10	Pseudomonas putida	GCF_003938945.1			
303	303_11	Pseudomonas putida	GCF_000691565.1			
303	303_12	Pseudomonas putida	GCF_000729805.1			
303	303_13	Pseudomonas putida	GCF_000800615.1			
303	303_14	Pseudomonas putida	GCF_000878325.1			
303	303_15	Pseudomonas putida	GCF_001306515.1			
303	303_2	Pseudomonas putida	GCF_003228315.1			
303	303_3	Pseudomonas putida	GCF_001941965.1			
303	303_4	Pseudomonas putida	GCF_005080685.1			
303	303_5	Pseudomonas putida	GCF_001630725.1			
303	303_6	Pseudomonas putida	GCF_001645635.1			
303	303_7	Pseudomonas putida	GCF_001976065.1			
303	303_8	Pseudomonas putida	GCF_002906835.1			
303	303_9	Pseudomonas putida	GCF_003721325.1			
304	304_0	Roseateles saccharophilus	GCF_004342485.1			
305	305_0	Ralstonia solanacearum	GCF_003515265.1			
316	316_0	Stutzerimonas stutzeri	GCF_009789555.1			
316	316_1	Stutzerimonas stutzeri	GCF_002890795.1			
316	316_10	Stutzerimonas stutzeri	GCF_002890995.1			
316	316_2	Stutzerimonas stutzeri	GCF_002909485.1			
316	316_3	Stutzerimonas stutzeri	GCF_000590475.1			
316	316_4	Stutzerimonas stutzeri	GCF_000952685.1			
316	316_5	Stutzerimonas stutzeri	GCF_008124705.1			
316	316_6	Stutzerimonas stutzeri	GCF_000828205.1			
316	316_7	Stutzerimonas stutzeri	GCF_001635435.1			
316	316_8	Stutzerimonas stutzeri	GCF_001648195.1			
316	316_9	Stutzerimonas stutzeri	GCF_002890955.1			
317	317_0	Pseudomonas syringae	GCF_000737245.1			
317	317_1	Pseudomonas syringae	GCF_001698815.1			
317	317_2	Pseudomonas syringae	GCF_900106705.1			
317	317_3	Pseudomonas syringae	GCF_001238485.1			
317	317_4	Pseudomonas syringae	GCF_002157375.1			
318	318_0	Pseudomonas savastanoi pv. glycinea	GCF_003701285.1			
329	329_0	Ralstonia pickettii	GCF_000607165.1			
329	329_1	Ralstonia pickettii	GCF_002849525.1			
337	337_0	Burkholderia glumae	GCF_002206305.2			
343	343_0	Xanthomonas translucens	GCF_007829315.1			
343	343_1	Xanthomonas translucens	GCF_001542045.1			
347	347_0	Xanthomonas oryzae	GCF_001277055.1			
350	350_0	Zoogloea ramigera	GCF_006539865.1			
353	353_0	Azotobacter chroococcum	GCF_004327955.1			
358	358_0	Agrobacterium tumefaciens	GCF_000834635.1			
358	358_1	Agrobacterium tumefaciens	GCF_001692245.1			
358	358_2	Agrobacterium tumefaciens	GCF_001975795.1			
358	358_3	Agrobacterium tumefaciens	GCF_003610845.1			
358	358_4	Agrobacterium tumefaciens	GCF_005221325.1			
358	358_5	Agrobacterium tumefaciens	GCF_006757705.1			
358	358_6	Agrobacterium tumefaciens	GCF_001551895.1			
359	359_0	Rhizobium rhizogenes	GCF_000745725.1			
359	359_1	Rhizobium rhizogenes	GCF_007002745.1			
359	359_2	Rhizobium rhizogenes	GCF_000799715.1			
359	359_3	Rhizobium rhizogenes	GCF_000745735.1			
359	359_4	Rhizobium rhizogenes	GCF_001649535.1			
359	359_5	Rhizobium rhizogenes	GCF_007002785.1			
359	359_6	Rhizobium rhizogenes	GCF_008501935.1			
373	373_0	Agrobacterium vitis	GCF_009744115.1			
373	373_1	Agrobacterium vitis	GCF_007993855.1			
373	373_2	Agrobacterium vitis	GCF_001541345.2			
373	373_3	Agrobacterium vitis	GCF_009744315.1			
375	375_0	Bradyrhizobium japonicum	GCF_001887695.1			
381	381_0	Mesorhizobium loti	GCF_002356515.1			
381	381_1	Mesorhizobium loti	GCF_001510895.1			
381	381_2	Mesorhizobium loti	GCF_002858745.1			
381	381_3	Mesorhizobium loti	GCF_001671475.1			
384	384_0	Rhizobium leguminosarum	GCF_000745655.1			
384	384_1	Rhizobium leguminosarum	GCF_004306885.1			
384	384_2	Rhizobium leguminosarum	GCF_001679785.1			
394	394_0	Sinorhizobium fredii NGR234	GCF_000018545.1			
396	396_0	Rhizobium phaseoli	GCF_003150695.1			
398	398_0	Rhizobium tropici	GCF_008370325.1			
398	398_1	Rhizobium tropici	GCF_003001755.1			
398	398_2	Rhizobium tropici	GCF_000799755.1			
398	398_3	Rhizobium tropici	GCF_003287875.1			
405	405_0	Methylobacillus flagellatus	GCF_005502435.1			
421	421_0	Methylomonas methanica	GCF_001644035.1			
428	428_0	Methylosinus sporium	GCF_003113265.1			
435	435_0	Acetobacter aceti	GCF_002005445.1			
436	436_0	Novacetimonas hansenii	GCF_003207935.1			
438	438_0	Acetobacter pasteurianus	GCF_001662905.1			
442	442_0	Gluconobacter oxydans	GCF_001580675.1			
442	442_1	Gluconobacter oxydans	GCF_001581045.1			
446	446_0	Legionella pneumophila	GCF_002934205.1			
447	447_0	Legionella bozemanae	GCF_900450575.1			
448	448_0	Legionella erythra	GCF_001467615.1			
449	449_0	Legionella hackeliae	GCF_000953655.1			
450	450_0	Legionella longbeachae	GCF_900461575.1			
451	451_0	Legionella micdadei	GCF_000953635.1			
452	452_0	Legionella spiritensis	GCF_900639955.1			
453	453_0	Legionella feeleii	GCF_001467625.1			
454	454_0	Legionella israelensis	GCF_004571175.1			
455	455_0	Legionella jamestowniensis	GCF_001467745.1			
456	456_0	Legionella jordanis	GCF_001467765.1			
458	458_0	Legionella rubrilucens	GCF_900640015.1			
460	460_0	Legionella steigerwaltii	GCF_900452835.1			
463	463_0	Fluoribacter dumoffii	GCF_900450695.1			
464	464_0	Fluoribacter gormanii	GCF_900156395.1			
466	466_0	Legionella maceachernii	GCF_001467845.1			
470	470_0	Acinetobacter baumannii	GCF_000763365.1			
471	471_0	Acinetobacter calcoaceticus	GCF_004345325.1			
471	471_1	Acinetobacter calcoaceticus	GCF_900520355.1			
477	477_0	Moraxella lacunata	GCF_001679225.1			
478	478_0	Moraxella nonliquefaciens	GCF_001679155.1			
480	480_0	Moraxella catarrhalis	GCF_001656125.1			
480	480_1	Moraxella catarrhalis	GCF_001656335.1			
492	492_0	Neisseria animalis	GCF_003795365.1			
493	493_0	Neisseria canis	GCF_002108495.1			
502	502_0	Kingella denitrificans	GCF_900451365.1			
511	511_0	Alcaligenes faecalis	GCF_009497775.1			
511	511_1	Alcaligenes faecalis	GCF_003813085.1			
526	526_0	Acidiphilium rubrum	GCF_900156265.1			
529	529_0	Brucella anthropi	GCF_001575075.1			
537	537_0	Iodobacter fluviatilis	GCF_004346505.1			
539	539_0	Eikenella corrodens	GCF_003990355.1			
539	539_1	Eikenella corrodens	GCF_001648245.1			
542	542_0	Zymomonas mobilis	GCF_006715975.1			
546	546_0	Citrobacter freundii	GCF_000937505.2			
546	546_1	Citrobacter freundii	GCF_001686385.1			
546	546_2	Citrobacter freundii	GCF_001922445.1			
546	546_3	Citrobacter freundii	GCF_002918505.1			
546	546_4	Citrobacter freundii	GCF_004792475.1			
549	549_0	Pantoea agglomerans	GCF_004793995.1			
550	550_0	Enterobacter cloacae	GCF_003046225.1			
554	554_0	Pectobacterium carotovorum	GCF_900129615.1			
562	562_0	Escherichia coli	GCF_001286085.1			
565	565_0	Atlantibacter hermannii	GCF_009907385.1			
565	565_1	Atlantibacter hermannii	GCF_900635495.1			
569	569_0	Hafnia alvei	GCF_900095695.1			
571	571_0	Klebsiella oxytoca	GCF_009707385.1			
571	571_1	Klebsiella oxytoca	GCF_001022195.1			
571	571_2	Klebsiella oxytoca	GCF_900083755.1			
571	571_3	Klebsiella oxytoca	GCF_001022115.1			
577	577_0	Raoultella terrigena	GCF_900476485.1			
580	580_0	Kluyvera cryocrescens	GCF_001266615.1			
580	580_1	Kluyvera cryocrescens	GCF_900452275.1			
582	582_0	Morganella morganii	GCF_003996855.1			
582	582_1	Morganella morganii	GCF_900453145.1			
582	582_2	Morganella morganii	GCF_000770295.1			
584	584_0	Proteus mirabilis	GCF_004570705.1			
585	585_0	Proteus vulgaris	GCF_000754995.1			
585	585_1	Proteus vulgaris	GCF_001049955.1			
585	585_2	Proteus vulgaris	GCF_002591155.1			
585	585_3	Proteus vulgaris	GCF_900455035.1			
587	587_0	Providencia rettgeri	GCF_003936755.1			
587	587_1	Providencia rettgeri	GCF_003426175.1			
587	587_2	Providencia rettgeri	GCF_002984195.1			
588	588_0	Providencia stuartii	GCF_006349075.1			
615	615_0	Serratia marcescens	GCF_001902635.1			
615	615_1	Serratia marcescens	GCF_001417865.2			
630	630_0	Yersinia enterocolitica	GCF_002082245.2			
630	630_1	Yersinia enterocolitica	GCF_001319955.1			
631	631_0	Yersinia intermedia	GCF_001088505.1			
632	632_0	Yersinia pestis	GCF_000834905.1			
636	636_0	Edwardsiella tarda	GCF_002554415.1			
646	646_0	Aeromonas sobria	GCF_000820145.1			
648	648_0	Aeromonas caviae	GCF_900476005.1			
648	648_1	Aeromonas caviae	GCF_900491705.1			
649	649_0	Aeromonas eucrenophila	GCF_000819865.1			
652	652_0	Aeromonas schubertii	GCF_001481395.1			
654	654_0	Aeromonas veronii	GCF_001921885.1			
659	659_0	Photobacterium phosphoreum	GCF_003026615.1			
661	661_0	Photobacterium angustum	GCF_002954615.1			
663	663_0	Vibrio alginolyticus	GCF_001267945.1			
663	663_1	Vibrio alginolyticus	GCF_001306875.1			
663	663_2	Vibrio alginolyticus	GCF_001306845.1			
666	666_0	Vibrio cholerae	GCF_009728235.1			
669	669_0	Vibrio harveyi	GCF_000834075.1			
669	669_1	Vibrio harveyi	GCF_001558435.2			
670	670_0	Vibrio parahaemolyticus	GCF_006371195.1			
672	672_0	Vibrio vulnificus	GCF_000743155.1			
674	674_0	Vibrio mimicus	GCF_001471395.2			
676	676_0	Vibrio fluvialis	GCF_900460245.1			
680	680_0	Vibrio campbellii	GCF_002140055.1			
685	685_0	Vibrio diazotrophicus	GCF_002892945.1			
687	687_0	Vibrio gazogenes	GCF_002196515.1			
687	687_1	Vibrio gazogenes	GCF_900163915.1			
688	688_0	Aliivibrio logei	GCF_001691055.1			
691	691_0	Vibrio natriegens	GCF_001680085.1			
693	693_0	Vibrio nereis	GCF_001274805.1			
714	714_0	Aggregatibacter actinomycetemcomitans	GCF_008085395.1			
715	715_0	Actinobacillus pleuropneumoniae	GCF_900444975.1			
718	718_0	Actinobacillus equuli	GCF_900636745.1			
722	722_0	Actinobacillus seminis	GCF_900460625.1			
726	726_0	Haemophilus haemolyticus	GCF_001679135.1			
728	728_0	Avibacterium paragallinarum	GCF_000969305.1			
729	729_0	Haemophilus parainfluenzae	GCF_001053035.1			
729	729_1	Haemophilus parainfluenzae	GCF_001680775.1			
731	731_0	Histophilus somni	GCF_004563735.1			
733	733_0	Canicola haemoglobinophilus	GCF_900450985.1			
734	734_0	Haemophilus paracuniculus	GCF_002015115.1			
738	738_0	Glaesserella parasuis	GCF_000731865.1			
749	749_0	[Pasteurella] aerogenes	GCF_900637275.1			
750	750_0	Gallibacterium anatis	GCF_001678565.1			
753	753_0	Pasteurella canis	GCF_009826815.1			
757	757_0	[Pasteurella] mairii	GCF_900454475.1			
758	758_0	Rodentibacter pneumotropicus	GCF_000730685.1			
761	761_0	Pasteurella testudinis	GCF_900454705.1			
762	762_0	Avibacterium volantium	GCF_900635775.1			
779	779_0	Ehrlichia ruminantium	GCF_009728835.1			
817	817_0	Bacteroides fragilis	GCF_000710365.2			
820	820_0	Bacteroides uniformis	GCF_001406135.1			
823	823_0	Parabacteroides distasonis	GCF_003470105.1			
823	823_1	Parabacteroides distasonis	GCF_003671805.1			
826	826_0	Sebaldella termitidis	GCF_900456835.1			
827	827_0	Campylobacter ureolyticus	GCF_900460885.1			
831	831_0	Butyrivibrio fibrisolvens	GCF_900111185.1			
839	839_0	Xylanibacter ruminicola	GCF_900107775.1			
839	839_1	Xylanibacter ruminicola	GCF_900142525.1			
839	839_2	Xylanibacter ruminicola	GCF_900142855.1			
844	844_0	Wolinella succinogenes	GCF_900637325.1			
847	847_0	Oxalobacter formigenes	GCF_902387875.1			
851	851_0	Fusobacterium nucleatum	GCF_008633215.1			
853	853_0	Faecalibacterium prausnitzii	GCF_002549775.1			
853	853_1	Faecalibacterium prausnitzii	GCF_002550035.1			
853	853_2	Faecalibacterium prausnitzii	GCF_003287485.1			
853	853_3	Faecalibacterium prausnitzii	GCF_003287495.1			
853	853_4	Faecalibacterium prausnitzii	GCF_902362505.1			
853	853_5	Faecalibacterium prausnitzii	GCF_001406255.1			
856	856_0	Fusobacterium varium	GCF_002356455.1			
858	858_0	Fusobacterium necrogenes	GCF_900450765.1			
861	861_0	Fusobacterium ulcerans	GCF_003019675.1			
867	867_0	Ruminobacter amylophilus	GCF_900115655.1			
876	876_0	Desulfovibrio desulfuricans	GCF_004801255.1			
876	876_1	Desulfovibrio desulfuricans	GCF_900142115.1			
876	876_2	Desulfovibrio desulfuricans	GCF_900119095.1			
882	882_0	Nitratidesulfovibrio vulgaris str. Hildenborough	GCF_000195755.1			
883	883_0	Nitratidesulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1			
901	901_0	Desulfovibrio piger	GCF_900116045.1			
905	905_0	Acidaminococcus fermentans	GCF_009696675.1			
907	907_0	Megasphaera elsdenii	GCF_003006415.1			
913	913_0	Nitrobacter winogradskyi	GCF_006539545.1			
916	916_0	Nitrosomonas eutropha	GCF_900116685.1			
917	917_0	Nitrosomonas marina	GCF_900111605.1			
917	917_1	Nitrosomonas marina	GCF_900110145.1			
920	920_0	Acidithiobacillus ferrooxidans	GCF_001652185.1			
920	920_1	Acidithiobacillus ferrooxidans	GCF_003233765.1			
926	926_0	Thiomonas intermedia	GCF_002028405.1			
930	930_0	Acidithiobacillus thiooxidans	GCF_001705805.1			
944	944_0	Ehrlichia canis	GCF_002879995.1			
955	955_0	Wolbachia pipientis	GCF_001752665.1			
955	955_1	Wolbachia pipientis	GCF_002379155.1			
959	959_0	Bdellovibrio bacteriovorus	GCF_001592735.1			
959	959_1	Bdellovibrio bacteriovorus	GCF_001592755.1			
959	959_2	Bdellovibrio bacteriovorus	GCF_001592745.1			
959	959_3	Bdellovibrio bacteriovorus	GCF_002208115.1			
959	959_4	Bdellovibrio bacteriovorus	GCF_000691605.1			
960	960_0	Bacteriovorax stolpii	GCF_006874605.1			
971	971_0	Selenomonas ruminantium	GCF_900116485.1			
971	971_1	Selenomonas ruminantium	GCF_900104055.1			
971	971_2	Selenomonas ruminantium	GCF_900100835.1			
971	971_3	Selenomonas ruminantium	GCF_900142515.1			
971	971_4	Selenomonas ruminantium	GCF_900113715.1			
971	971_5	Selenomonas ruminantium	GCF_900107615.1			
971	971_6	Selenomonas ruminantium	GCF_900108415.1			
983	983_0	Flavobacterium flevense	GCF_006539745.1			
986	986_0	Flavobacterium johnsoniae	GCF_001879205.1			
989	989_0	Marinilabilia salmonicolor	GCF_003003035.1			
990	990_0	Breznakibacter xylanolyticus	GCF_003254275.1			
991	991_0	Flavobacterium hydatis	GCF_002217335.1			
996	996_0	Flavobacterium columnare	GCF_001534645.1			
996	996_1	Flavobacterium columnare	GCF_002916795.1			
996	996_2	Flavobacterium columnare	GCF_003034215.1			
996	996_3	Flavobacterium columnare	GCF_004010215.1			
1003	1003_0	Thermoflexibacter ruber	GCF_900113045.1			
1004	1004_0	Chitinophaga sancti	GCF_900119105.1			
1010	1010_0	Sphingobacterium mizutaii	GCF_900102835.1			
1017	1017_0	Capnocytophaga gingivalis	GCF_002302415.1			
1019	1019_0	Capnocytophaga sputigena	GCF_900446695.1			
1028	1028_0	Marivirga sericea	GCF_900177665.1			
1035	1035_0	Afipia felis	GCF_001051035.1			
1035	1035_1	Afipia felis	GCF_900445155.1			
1044	1044_0	Erythrobacter longus	GCF_000715015.1			
1052	1052_0	Halorhodospira halochloris	GCF_002356555.2			
1058	1058_0	Thiocapsa roseopersicina	GCF_900106925.1			
1061	1061_0	Rhodobacter capsulatus	GCF_005144475.1			
1061	1061_1	Rhodobacter capsulatus	GCF_900102155.1			
1066	1066_0	Rhodocyclus tenuis	GCF_009469755.1			
1066	1066_1	Rhodocyclus tenuis	GCF_009617575.1			
1071	1071_0	Rhodopila globiformis	GCF_002937115.1			
1074	1074_0	Rhodoblastus acidophilus	GCF_009720655.1			
1074	1074_1	Rhodoblastus acidophilus	GCF_002937135.1			
1075	1075_0	Fuscovulum blasticum	GCF_003071405.1			
1076	1076_0	Rhodopseudomonas palustris	GCF_003591005.1			
1076	1076_1	Rhodopseudomonas palustris	GCF_003226555.1			
1076	1076_2	Rhodopseudomonas palustris	GCF_000935205.1			
1076	1076_3	Rhodopseudomonas palustris	GCF_003031265.1			
1079	1079_0	Blastochloris viridis	GCF_001459775.1			
1082	1082_0	Magnetospirillum fulvum	GCF_900108475.1			
1092	1092_0	Chlorobium limicola	GCF_001509575.1			
1112	1112_0	Erythrobacter neustonensis	GCF_001663175.1			
1140	1140_0	Synechococcus elongatus PCC 7942 = FACHB-805	GCF_000012525.1			
1147	1147_0	Synechocystis sp. PCC 6714	GCF_000478825.2			
1148	1148_0	Synechocystis sp. PCC 6803	GCF_000009725.1			
1188	1188_0	Tolypothrix sp. PCC 7601	GCF_000300115.1			
1219	1219_0	Prochlorococcus marinus	GCF_001180305.1			
1219	1219_1	Prochlorococcus marinus	GCF_001180265.1			
1219	1219_2	Prochlorococcus marinus	GCF_001180285.1			
1219	1219_3	Prochlorococcus marinus	GCF_001180325.1			
1231	1231_0	Nitrosospira multiformis	GCF_900111585.1			
1231	1231_1	Nitrosospira multiformis	GCF_900116835.1			
1233	1233_0	Nitrosovibrio tenuis	GCF_900109785.1			
1238	1238_0	Piscirickettsia salmonis	GCF_009708355.1			
1245	1245_0	Leuconostoc mesenteroides	GCF_007954745.1			
1245	1245_1	Leuconostoc mesenteroides	GCF_900461615.1			
1246	1246_0	Leuconostoc lactis	GCF_007954625.1			
1252	1252_0	Leuconostoc carnosum	GCF_900322415.1			
1254	1254_0	Pediococcus acidilactici	GCF_009809575.1			
1254	1254_1	Pediococcus acidilactici	GCF_001922325.1			
1261	1261_0	Peptostreptococcus anaerobius	GCF_009695815.1			
1264	1264_0	Ruminococcus albus	GCF_900109655.1			
1264	1264_1	Ruminococcus albus	GCF_900112155.1			
1265	1265_0	Ruminococcus flavefaciens	GCF_900143025.1			
1265	1265_1	Ruminococcus flavefaciens	GCF_900108555.1			
1265	1265_2	Ruminococcus flavefaciens	GCF_900119535.1			
1265	1265_3	Ruminococcus flavefaciens	GCF_900109435.1			
1265	1265_4	Ruminococcus flavefaciens	GCF_900116855.1			
1267	1267_0	Sarcina ventriculi	GCF_902362755.1			
1270	1270_0	Micrococcus luteus	GCF_007673115.1			
1270	1270_1	Micrococcus luteus	GCF_007679315.1			
1272	1272_0	Kocuria varians	GCF_006539885.1			
1273	1273_0	Micrococcus lylae	GCF_004563975.1			
1274	1274_0	Dermacoccus nishinomiyaensis	GCF_000725405.1			
1276	1276_0	Kytococcus sedentarius	GCF_900452405.1			
1280	1280_0	Staphylococcus aureus	GCF_000751515.1			
1280	1280_1	Staphylococcus aureus	GCF_001921685.1			
1280	1280_2	Staphylococcus aureus	GCF_900128675.1			
1282	1282_0	Staphylococcus epidermidis	GCF_003687015.1			
1283	1283_0	Staphylococcus haemolyticus	GCF_007677205.1			
1286	1286_0	Staphylococcus simulans	GCF_002994445.1			
1286	1286_1	Staphylococcus simulans	GCF_003043455.1			
1288	1288_0	Staphylococcus xylosus	GCF_003578925.1			
1288	1288_1	Staphylococcus xylosus	GCF_003579155.1			
1288	1288_2	Staphylococcus xylosus	GCF_005864455.1			
1293	1293_0	Staphylococcus gallinarum	GCF_003579685.1			
1293	1293_1	Staphylococcus gallinarum	GCF_007992775.1			
1294	1294_0	Staphylococcus muscae	GCF_002901905.1			
1295	1295_0	Staphylococcus schleiferi	GCF_001548255.1			
1296	147469_0	Mammaliicoccus sciuri	GCF_003970475.1			
1302	1302_0	Streptococcus gordonii	GCF_001070265.1			
1302	1302_1	Streptococcus gordonii	GCF_001281105.1			
1303	1303_0	Streptococcus oralis	GCF_001578945.1			
1303	1303_1	Streptococcus oralis	GCF_003942585.1			
1303	1303_2	Streptococcus oralis	GCF_001579175.1			
1303	1303_3	Streptococcus oralis	GCF_003943395.1			
1303	1303_4	Streptococcus oralis	GCF_001578935.1			
1303	1303_5	Streptococcus oralis	GCF_001579015.1			
1307	1307_0	Streptococcus suis	GCF_002961305.1			
1307	1307_1	Streptococcus suis	GCF_002960245.1			
1307	1307_2	Streptococcus suis	GCF_004922885.1			
1307	1307_3	Streptococcus suis	GCF_002960525.1			
1307	1307_4	Streptococcus suis	GCF_002964575.1			
1307	1307_5	Streptococcus suis	GCF_001572685.1			
1307	1307_6	Streptococcus suis	GCF_002960055.1			
1307	1307_7	Streptococcus suis	GCF_002960445.1			
1308	1308_0	Streptococcus thermophilus	GCF_002914925.1			
1313	1313_0	Streptococcus pneumoniae	GCF_001340555.1			
1314	1314_0	Streptococcus pyogenes	GCF_008121715.1			
1323	1323_0	Faecalicoccus pleomorphus	GCF_900459315.1			
1326	1326_0	Streptococcus acidominimus	GCF_900187245.1			
1326	1326_1	Streptococcus acidominimus	GCF_900459045.1			
1329	1329_0	Streptococcus canis	GCF_901543195.1			
1334	1334_0	Streptococcus dysgalactiae	GCF_900460025.1			
1335	1335_0	Streptococcus equinus	GCF_900101445.1			
1335	1335_1	Streptococcus equinus	GCF_900103355.1			
1335	1335_2	Streptococcus equinus	GCF_900104225.1			
1335	1335_3	Streptococcus equinus	GCF_900110845.1			
