316	316_3	Pseudomonas_stutzeri	GCF_000590475.1	4101	16968	C
316	316_4	Pseudomonas_stutzeri	GCF_000952685.1	4332	17826	C
316	316_5	Pseudomonas_stutzeri	GCF_008124705.1	4173	17338	C
316	316_6	Pseudomonas_stutzeri	GCF_000828205.1	4307	17299	C
316	316_7	Pseudomonas_stutzeri	GCF_001635435.1	4526	17864	C
316	316_8	Pseudomonas_stutzeri	GCF_001648195.1	4429	18143	C
316	316_9	Pseudomonas_stutzeri	GCF_002890955.1	4213	17607	C
317	317_0	Pseudomonas_syringae	GCF_000737245.1	4959	19954	C
317	317_1	Pseudomonas_syringae	GCF_001698815.1	5677	21171	C
317	317_2	Pseudomonas_syringae	GCF_900106705.1	5061	20203	C
317	317_3	Pseudomonas_syringae	GCF_001238485.1	5521	21764	C
317	317_4	Pseudomonas_syringae	GCF_002157375.1	4850	19829	C
318	318_0	Pseudomonas_savastanoi_pv._glycinea	GCF_003701285.1	5659	21892	C
329	329_0	Ralstonia_pickettii	GCF_000607165.1	5171	24944	C
329	329_1	Ralstonia_pickettii	GCF_002849525.1	4774	22943	C
337	337_0	Burkholderia_glumae	GCF_002206305.2	5392	25241	C
343	343_0	Xanthomonas_translucens	GCF_007829315.1	4270	20839	C
343	343_1	Xanthomonas_translucens	GCF_001542045.1	3666	18474	C
347	347_0	Xanthomonas_oryzae	GCF_001277055.1	3489	17318	C
350	350_0	Zoogloea_ramigera	GCF_006539865.1	3799	8820	C
353	353_0	Azotobacter_chroococcum	GCF_004327955.1	4238	13395	C
358	358_0	Agrobacterium_tumefaciens	GCF_000834635.1	4524	25941	C
358	358_1	Agrobacterium_tumefaciens	GCF_001692245.1	5200	29325	C
358	358_2	Agrobacterium_tumefaciens	GCF_001975795.1	5379	29330	C
358	358_3	Agrobacterium_tumefaciens	GCF_003610845.1	5091	28327	C
358	358_4	Agrobacterium_tumefaciens	GCF_005221325.1	5559	30514	C
358	358_5	Agrobacterium_tumefaciens	GCF_006757705.1	5614	30229	C
358	358_6	Agrobacterium_tumefaciens	GCF_001551895.1	4900	27672	C
359	359_0	Agrobacterium_rhizogenes	GCF_000745725.1	6613	33536	C
359	359_1	Agrobacterium_rhizogenes	GCF_007002745.1	5159	28756	C
359	359_2	Agrobacterium_rhizogenes	GCF_000799715.1	5940	31014	C
359	359_3	Agrobacterium_rhizogenes	GCF_000745735.1	6994	34563	C
359	359_4	Agrobacterium_rhizogenes	GCF_001649535.1	4780	27558	C
359	359_5	Agrobacterium_rhizogenes	GCF_007002785.1	6578	33317	C
359	359_6	Agrobacterium_rhizogenes	GCF_008501935.1	4787	27976	C
373	373_0	Agrobacterium_vitis	GCF_009744115.1	4979	27616	C
373	373_1	Agrobacterium_vitis	GCF_007993855.1	4057	23792	C
373	373_2	Agrobacterium_vitis	GCF_001541345.2	4877	27451	C
373	373_3	Agrobacterium_vitis	GCF_009744315.1	5088	28598	C
375	375_0	Bradyrhizobium_japonicum	GCF_001887695.1	8821	35958	C
381	381_0	Mesorhizobium_loti	GCF_002356515.1	7603	32381	C
381	381_1	Mesorhizobium_loti	GCF_001510895.1	5810	25638	C
381	381_2	Mesorhizobium_loti	GCF_002858745.1	5851	25891	C
381	381_3	Mesorhizobium_loti	GCF_001671475.1	6012	27686	C
384	384_0	Rhizobium_leguminosarum	GCF_000745655.1	5818	31137	C
384	384_1	Rhizobium_leguminosarum	GCF_004306885.1	7033	36991	C
384	384_2	Rhizobium_leguminosarum	GCF_001679785.1	7171	37175	C
394	394_0	Sinorhizobium_fredii_NGR234	GCF_000018545.1	6170	26804	C
396	396_0	Rhizobium_phaseoli	GCF_003150695.1	6353	34874	C
398	398_0	Rhizobium_tropici	GCF_008370325.1	5740	31601	C
398	398_1	Rhizobium_tropici	GCF_003001755.1	6710	30000	C
398	398_2	Rhizobium_tropici	GCF_000799755.1	7284	36669	C
398	398_3	Rhizobium_tropici	GCF_003287875.1	6184	33353	C
405	405_0	Methylobacillus_flagellatus	GCF_005502435.1	2173	9387	C
417	417_0	Methylomonas_clara	GCF_003854875.1	2549	6052	C
421	421_0	Methylomonas_methanica	GCF_001644035.1	4638	13999	C
428	428_0	Methylosinus_sporium	GCF_003113265.1	3328	10975	C
435	435_0	Acetobacter_aceti	GCF_002005445.1	3045	15065	C
436	436_0	Komagataeibacter_hansenii	GCF_003207935.1	2844	11665	C
438	438_0	Acetobacter_pasteurianus	GCF_001662905.1	2784	14150	C
442	442_0	Gluconobacter_oxydans	GCF_001580675.1	3034	12171	C
442	442_1	Gluconobacter_oxydans	GCF_001581045.1	2649	11271	C
446	446_0	Legionella_pneumophila	GCF_002934205.1	2915	15701	C
447	447_0	Fluoribacter_bozemanae	GCF_900450575.1	3424	14158	C
448	448_0	Legionella_erythra	GCF_001467615.1	2815	15140	C
449	449_0	Legionella_hackeliae	GCF_000953655.1	2938	15727	C
450	450_0	Legionella_longbeachae	GCF_900461575.1	2415	12900	C
451	451_0	Tatlockia_micdadei	GCF_000953635.1	2724	11983	C
452	452_0	Legionella_spiritensis	GCF_900639955.1	2725	14293	C
453	453_0	Legionella_feeleii	GCF_001467625.1	3055	16261	C
454	454_0	Legionella_israelensis	GCF_004571175.1	2573	13337	C
455	455_0	Legionella_jamestowniensis	GCF_001467745.1	2818	15171	C
456	456_0	Legionella_jordanis	GCF_001467765.1	2609	14182	C
458	458_0	Legionella_rubrilucens	GCF_900640015.1	2811	15119	C
460	460_0	Legionella_steigerwaltii	GCF_900452835.1	3286	17264	C
463	463_0	Fluoribacter_dumoffii	GCF_900450695.1	3461	14472	C
464	464_0	Fluoribacter_gormanii	GCF_900156395.1	3156	13930	C
466	466_0	Legionella_maceachernii	GCF_001467845.1	2904	12499	C
470	470_0	Acinetobacter_baumannii	GCF_000763365.1	3717	18289	C
471	471_0	Acinetobacter_calcoaceticus	GCF_004345325.1	3385	17124	C
471	471_1	Acinetobacter_calcoaceticus	GCF_900520355.1	3541	17899	C
477	477_0	Moraxella_lacunata	GCF_001679225.1	2296	12042	C
478	478_0	Moraxella_nonliquefaciens	GCF_001679155.1	1821	10107	C
480	480_0	Moraxella_catarrhalis	GCF_001656125.1	1652	9240	C
480	480_1	Moraxella_catarrhalis	GCF_001656335.1	1778	9843	C
492	492_0	Neisseria_animalis	GCF_003795365.1	1840	10129	C
493	493_0	Neisseria_canis	GCF_002108495.1	2185	12041	C
502	502_0	Kingella_denitrificans	GCF_900451365.1	1990	9038	C
511	511_0	Alcaligenes_faecalis	GCF_009497775.1	3660	14374	C
511	511_1	Alcaligenes_faecalis	GCF_003813085.1	3605	14212	C
526	526_0	Acidiphilium_rubrum	GCF_900156265.1	3334	13227	C
529	529_0	Ochrobactrum_anthropi	GCF_001575075.1	4054	12375	C
537	537_0	Iodobacter_fluviatilis	GCF_004346505.1	4189	16910	C
539	539_0	Eikenella_corrodens	GCF_003990355.1	2165	9815	C
539	539_1	Eikenella_corrodens	GCF_001648245.1	2262	10337	C
542	542_0	Zymomonas_mobilis	GCF_006715975.1	1690	7523	C
546	546_0	Citrobacter_freundii	GCF_000937505.2	5464	26624	C
546	546_1	Citrobacter_freundii	GCF_001686385.1	3707	18991	C
546	546_2	Citrobacter_freundii	GCF_001922445.1	4478	22284	C
546	546_3	Citrobacter_freundii	GCF_002918505.1	4995	24359	C
546	546_4	Citrobacter_freundii	GCF_004792475.1	4337	21987	C
549	549_0	Pantoea_agglomerans	GCF_004793995.1	4526	22501	C
550	550_0	Enterobacter_cloacae	GCF_003046225.1	4696	23446	C
554	554_0	Pectobacterium_carotovorum	GCF_900129615.1	4112	20708	C
562	562_0	Escherichia_coli	GCF_001286085.1	4494	21869	C
565	565_0	Atlantibacter_hermannii	GCF_009907385.1	4172	17244	C
565	565_1	Atlantibacter_hermannii	GCF_900635495.1	3240	14035	C
569	569_0	Hafnia_alvei	GCF_900095695.1	4267	13220	C
571	571_0	Klebsiella_oxytoca	GCF_009707385.1	4763	22817	C
571	571_1	Klebsiella_oxytoca	GCF_001022195.1	6393	28866	C
571	571_2	Klebsiella_oxytoca	GCF_900083755.1	5347	25074	C
571	571_3	Klebsiella_oxytoca	GCF_001022115.1	6039	27858	C
577	577_0	Raoultella_terrigena	GCF_900476485.1	4922	19051	C
580	580_0	Kluyvera_cryocrescens	GCF_001266615.1	4310	17312	C
580	580_1	Kluyvera_cryocrescens	GCF_900452275.1	4279	17198	C
582	582_0	Morganella_morganii	GCF_003996855.1	3320	14014	C
582	582_1	Morganella_morganii	GCF_900453145.1	3824	15623	C
582	582_2	Morganella_morganii	GCF_000770295.1	3856	15587	C
584	584_0	Proteus_mirabilis	GCF_004570705.1	3418	14279	C
585	585_0	Proteus_vulgaris	GCF_000754995.1	3459	14538	C
585	585_1	Proteus_vulgaris	GCF_001049955.1	3365	14137	C
585	585_2	Proteus_vulgaris	GCF_002591155.1	3422	14461	C
585	585_3	Proteus_vulgaris	GCF_900455035.1	3492	14675	C
587	587_0	Providencia_rettgeri	GCF_003936755.1	4012	16286	C
587	587_1	Providencia_rettgeri	GCF_003426175.1	3909	15963	C
587	587_2	Providencia_rettgeri	GCF_002984195.1	3939	16004	C
588	588_0	Providencia_stuartii	GCF_006349075.1	4054	16166	C
615	615_0	Serratia_marcescens	GCF_001902635.1	4689	22719	C
615	615_1	Serratia_marcescens	GCF_001417865.2	5043	24313	C
630	630_0	Yersinia_enterocolitica	GCF_002082245.2	4204	21211	C
630	630_1	Yersinia_enterocolitica	GCF_001319955.1	3672	18974	C
631	631_0	Yersinia_intermedia	GCF_001088505.1	4396	22083	C
632	632_0	Yersinia_pestis	GCF_000834905.1	3903	19047	C
636	636_0	Edwardsiella_tarda	GCF_002554415.1	3472	14017	C
646	646_0	Aeromonas_sobria	GCF_000820145.1	4040	16741	C
648	648_0	Aeromonas_caviae	GCF_900476005.1	3938	16584	C
648	648_1	Aeromonas_caviae	GCF_900491705.1	3698	15856	C
649	649_0	Aeromonas_eucrenophila	GCF_000819865.1	3960	16680	C
652	652_0	Aeromonas_schubertii	GCF_001481395.1	3728	15821	C
654	654_0	Aeromonas_veronii	GCF_001921885.1	4269	17867	C
659	659_0	Photobacterium_phosphoreum	GCF_003026615.1	3887	19780	C
661	661_0	Photobacterium_angustum	GCF_002954615.1	4148	21000	C
663	663_0	Vibrio_alginolyticus	GCF_001267945.1	3761	19635	C
663	663_1	Vibrio_alginolyticus	GCF_001306875.1	4850	23857	C
663	663_2	Vibrio_alginolyticus	GCF_001306845.1	4569	23053	C
666	666_0	Vibrio_cholerae	GCF_009728235.1	2987	8766	C
669	669_0	Vibrio_harveyi	GCF_000834075.1	5146	24973	C
669	669_1	Vibrio_harveyi	GCF_001558435.2	5303	25879	C
670	670_0	Vibrio_parahaemolyticus	GCF_006371195.1	4538	22876	C
672	672_0	Vibrio_vulnificus	GCF_000743155.1	4642	22859	C
674	674_0	Vibrio_mimicus	GCF_001471395.2	3860	19710	C
676	676_0	Vibrio_fluvialis	GCF_900460245.1	4280	21375	C
680	680_0	Vibrio_campbellii	GCF_002140055.1	5455	26674	C
685	685_0	Vibrio_diazotrophicus	GCF_002892945.1	4096	20306	C
687	687_0	Vibrio_gazogenes	GCF_002196515.1	3982	19744	C
687	687_1	Vibrio_gazogenes	GCF_900163915.1	3360	16898	C
688	688_0	Aliivibrio_logei	GCF_001691055.1	4008	16600	C
691	691_0	Vibrio_natriegens	GCF_001680085.1	4642	22574	C
693	693_0	Vibrio_nereis	GCF_001274805.1	3668	18709	C
714	714_0	Aggregatibacter_actinomycetemcomitans	GCF_008085395.1	2036	8993	C
715	715_0	Actinobacillus_pleuropneumoniae	GCF_900444975.1	2108	9482	C
718	718_0	Actinobacillus_equuli	GCF_900636745.1	2136	9655	C
722	722_0	Actinobacillus_seminis	GCF_900460625.1	2048	9122	C
726	726_0	Haemophilus_haemolyticus	GCF_001679135.1	1761	8079	C
728	728_0	Avibacterium_paragallinarum	GCF_000969305.1	2114	9003	C
729	729_0	Haemophilus_parainfluenzae	GCF_001053035.1	1816	8315	C
729	729_1	Haemophilus_parainfluenzae	GCF_001680775.1	1984	9100	C
731	731_0	Histophilus_somni	GCF_004563735.1	1773	7987	C
733	733_0	Haemophilus_haemoglobinophilus	GCF_900450985.1	2031	8970	C
734	734_0	Haemophilus_paracuniculus	GCF_002015115.1	1840	8290	C
738	738_0	Glaesserella_parasuis	GCF_000731865.1	2156	9532	C
749	749_0	[Pasteurella]_aerogenes	GCF_900637275.1	2012	9098	C
750	750_0	Gallibacterium_anatis	GCF_001678565.1	2208	9734	C
753	753_0	Pasteurella_canis	GCF_009826815.1	1984	9095	C
757	757_0	[Pasteurella]_mairii	GCF_900454475.1	2184	9627	C
758	758_0	Rodentibacter_pneumotropicus	GCF_000730685.1	2023	9002	C
761	761_0	Pasteurella_testudinis	GCF_900454705.1	2619	11220	C
762	762_0	Avibacterium_volantium	GCF_900635775.1	1956	8662	C
779	779_0	Ehrlichia_ruminantium	GCF_009728835.1	857	4795	C
817	817_0	Bacteroides_fragilis	GCF_000710365.2	4252	18866	C
820	820_0	Bacteroides_uniformis	GCF_001406135.1	3933	17634	C
823	823_0	Parabacteroides_distasonis	GCF_003470105.1	4267	14861	C
823	823_1	Parabacteroides_distasonis	GCF_003671805.1	3569	13138	C
826	826_0	Sebaldella_termitidis	GCF_900456835.1	3270	5946	C
827	827_0	Campylobacter_ureolyticus	GCF_900460885.1	1587	9935	C
831	831_0	Butyrivibrio_fibrisolvens	GCF_900111185.1	3964	17356	C
839	839_0	Prevotella_ruminicola	GCF_900107775.1	2931	16656	C
839	839_1	Prevotella_ruminicola	GCF_900142525.1	3091	16910	C
839	839_2	Prevotella_ruminicola	GCF_900142855.1	2873	16259	C
844	844_0	Wolinella_succinogenes	GCF_900637325.1	1952	9559	C
847	847_0	Oxalobacter_formigenes	GCF_902387875.1	1991	8248	C
851	851_0	Fusobacterium_nucleatum	GCF_008633215.1	1789	8183	C
853	853_0	Faecalibacterium_prausnitzii	GCF_002549775.1	2450	9526	C
853	853_1	Faecalibacterium_prausnitzii	GCF_002550035.1	2695	10392	C
853	853_2	Faecalibacterium_prausnitzii	GCF_003287485.1	2675	10362	C
853	853_3	Faecalibacterium_prausnitzii	GCF_003287495.1	2350	9509	C
853	853_4	Faecalibacterium_prausnitzii	GCF_902362505.1	2558	10171	C
853	853_5	Faecalibacterium_prausnitzii	GCF_001406255.1	2662	10198	C
856	856_0	Fusobacterium_varium	GCF_002356455.1	3352	12599	C
858	858_0	Fusobacterium_necrogenes	GCF_900450765.1	1727	7634	C
861	861_0	Fusobacterium_ulcerans	GCF_003019675.1	3043	12096	C
867	867_0	Ruminobacter_amylophilus	GCF_900115655.1	1960	4641	C
876	876_0	Desulfovibrio_desulfuricans	GCF_004801255.1	2574	14569	C
876	876_1	Desulfovibrio_desulfuricans	GCF_900142115.1	2963	16361	C
876	876_2	Desulfovibrio_desulfuricans	GCF_900119095.1	2553	14248	C
882	882_0	Desulfovibrio_vulgaris_str._Hildenborough	GCF_000195755.1	3012	16800	C
883	883_0	Desulfovibrio_vulgaris_str._'Miyazaki_F'	GCF_000021385.1	3009	17163	C
901	901_0	Desulfovibrio_piger	GCF_900116045.1	2298	13408	C
905	905_0	Acidaminococcus_fermentans	GCF_009696675.1	2113	3413	C
907	907_0	Megasphaera_elsdenii	GCF_003006415.1	2222	7511	C
913	913_0	Nitrobacter_winogradskyi	GCF_006539545.1	3320	13723	C
916	916_0	Nitrosomonas_eutropha	GCF_900116685.1	2038	9052	C
917	917_0	Nitrosomonas_marina	GCF_900111605.1	2917	12319	C
917	917_1	Nitrosomonas_marina	GCF_900110145.1	2975	12494	C
920	920_0	Acidithiobacillus_ferrooxidans	GCF_001652185.1	2665	4498	C
920	920_1	Acidithiobacillus_ferrooxidans	GCF_003233765.1	2809	4596	C
926	926_0	Thiomonas_intermedia	GCF_002028405.1	2916	9698	C
930	930_0	Acidithiobacillus_thiooxidans	GCF_001705805.1	3483	5279	C
944	944_0	Ehrlichia_canis	GCF_002879995.1	864	4880	C
955	955_0	Wolbachia_pipientis	GCF_001752665.1	734	3939	C
955	955_1	Wolbachia_pipientis	GCF_002379155.1	795	4501	C
959	959_0	Bdellovibrio_bacteriovorus	GCF_001592735.1	3330	5787	C
959	959_1	Bdellovibrio_bacteriovorus	GCF_001592755.1	3351	6050	C
959	959_2	Bdellovibrio_bacteriovorus	GCF_001592745.1	3438	6169	C
959	959_3	Bdellovibrio_bacteriovorus	GCF_002208115.1	3469	6131	C
959	959_4	Bdellovibrio_bacteriovorus	GCF_000691605.1	3488	6173	C
960	960_0	Bacteriovorax_stolpii	GCF_006874605.1	3198	5479	C
971	971_0	Selenomonas_ruminantium	GCF_900116485.1	2497	10154	C
971	971_1	Selenomonas_ruminantium	GCF_900104055.1	2861	11335	C
971	971_2	Selenomonas_ruminantium	GCF_900100835.1	2471	10204	C
971	971_3	Selenomonas_ruminantium	GCF_900142515.1	2739	10846	C
971	971_4	Selenomonas_ruminantium	GCF_900113715.1	2756	10975	C
971	971_5	Selenomonas_ruminantium	GCF_900107615.1	2683	10681	C
971	971_6	Selenomonas_ruminantium	GCF_900108415.1	3016	11156	C
983	983_0	Flavobacterium_flevense	GCF_006539745.1	3382	18769	C
986	986_0	Flavobacterium_johnsoniae	GCF_001879205.1	4447	23839	C
989	989_0	Marinilabilia_salmonicolor	GCF_003003035.1	3452	10517	C
990	990_0	Cytophaga_xylanolytica	GCF_003254275.1	3128	13329	C
991	991_0	Flavobacterium_hydatis	GCF_002217335.1	4815	25901	C
996	996_0	Flavobacterium_columnare	GCF_001534645.1	2617	15781	C
996	996_1	Flavobacterium_columnare	GCF_002916795.1	2809	16893	C
996	996_2	Flavobacterium_columnare	GCF_003034215.1	2682	15845	C
996	996_3	Flavobacterium_columnare	GCF_004010215.1	2565	15413	C
1003	1003_0	Thermoflexibacter_ruber	GCF_900113045.1	3980	14256	C
1004	1004_0	Chitinophaga_sancti	GCF_900119105.1	6240	17224	C
1010	1010_0	Sphingobacterium_mizutaii	GCF_900102835.1	3722	17715	C
1017	1017_0	Capnocytophaga_gingivalis	GCF_002302415.1	2464	14734	C
1019	1019_0	Capnocytophaga_sputigena	GCF_900446695.1	2562	15413	C
1028	1028_0	Marivirga_sericea	GCF_900177665.1	3839	14768	C
